,split,nspeakers,filename,session,ref_speaker,mix,audio_duration,brouhaha_speech_duration,brouhaha_speech_percentage,brouhaha_snr_mean,brouhaha_c50_mean
eval/1/S21_P45_132b_noise.wav,eval,1,S21_P45_132b_noise,S21,P45,132b_noise,3.56,0.169,0.04747191011235955,4.154253005981445,24.578968048095703
eval/1/S21_P45_132b_speech.wav,eval,1,S21_P45_132b_speech,S21,P45,132b_speech,3.56,1.468,0.41235955056179774,52.044471740722656,14.841351509094238
eval/1/S21_P45_133a_mix.wav,eval,1,S21_P45_133a_mix,S21,P45,133a_mix,5.37,3.848,0.7165735567970204,17.086368560791016,6.944285392761231
eval/1/S21_P45_133a_noise.wav,eval,1,S21_P45_133a_noise,S21,P45,133a_noise,5.37,0.051,0.009497206703910613,3.5413079261779785,28.910120010375977
eval/1/S21_P45_133a_speech.wav,eval,1,S21_P45_133a_speech,S21,P45,133a_speech,5.37,1.2829999999999997,0.23891992551210423,46.38966751098633,7.058785915374756
eval/1/S21_P45_133b_mix.wav,eval,1,S21_P45_133b_mix,S21,P45,133b_mix,5.37,2.076,0.3865921787709497,16.511981964111328,9.383611679077148
eval/1/S21_P45_133b_noise.wav,eval,1,S21_P45_133b_noise,S21,P45,133b_noise,5.37,0.051,0.009497206703910613,3.5413079261779785,28.910120010375977
eval/1/S21_P45_133b_speech.wav,eval,1,S21_P45_133b_speech,S21,P45,133b_speech,5.37,0,0.0,37.1727180480957,12.97781467437744
eval/1/S21_P45_134a_mix.wav,eval,1,S21_P45_134a_mix,S21,P45,134a_mix,3.74,2.329,0.6227272727272727,9.853535652160645,15.320679664611816
eval/1/S21_P45_134a_noise.wav,eval,1,S21_P45_134a_noise,S21,P45,134a_noise,3.74,0,0.0,-0.6514804363250732,23.415668487548828
eval/1/S21_P45_134a_speech.wav,eval,1,S21_P45_134a_speech,S21,P45,134a_speech,3.74,2.582,0.6903743315508021,45.226051330566406,16.48691749572754
eval/1/S21_P45_135a_mix.wav,eval,1,S21_P45_135a_mix,S21,P45,135a_mix,3.21,2.413,0.7517133956386293,21.912748336791992,13.816221237182615
eval/1/S21_P45_135a_noise.wav,eval,1,S21_P45_135a_noise,S21,P45,135a_noise,3.21,0,0.0,2.1076900959014893,25.17258071899414
eval/1/S21_P45_135a_speech.wav,eval,1,S21_P45_135a_speech,S21,P45,135a_speech,3.21,2.481,0.7728971962616822,47.65713119506836,13.002924919128418
eval/1/S21_P45_135b_mix.wav,eval,1,S21_P45_135b_mix,S21,P45,135b_mix,3.21,2.818,0.8778816199376948,17.163618087768555,10.482285499572754
eval/1/S21_P45_135b_noise.wav,eval,1,S21_P45_135b_noise,S21,P45,135b_noise,3.21,0,0.0,2.1076900959014893,25.17258071899414
eval/1/S21_P45_135b_speech.wav,eval,1,S21_P45_135b_speech,S21,P45,135b_speech,3.21,2.751,0.8570093457943925,42.14679718017578,9.36305332183838
eval/1/S21_P45_136b_mix.wav,eval,1,S21_P45_136b_mix,S21,P45,136b_mix,4.26,3.999,0.9387323943661973,12.447674751281738,15.750236511230469
eval/1/S21_P45_136b_noise.wav,eval,1,S21_P45_136b_noise,S21,P45,136b_noise,4.26,0,0.0,-0.0458698496222496,25.75508689880371
eval/1/S21_P45_136b_speech.wav,eval,1,S21_P45_136b_speech,S21,P45,136b_speech,4.26,4.101,0.9626760563380282,41.125335693359375,17.180374145507812
eval/1/S21_P45_137a_mix.wav,eval,1,S21_P45_137a_mix,S21,P45,137a_mix,3.09,1.282,0.4148867313915858,20.43712615966797,11.42617893218994
eval/1/S21_P45_137a_noise.wav,eval,1,S21_P45_137a_noise,S21,P45,137a_noise,3.09,0,0.0,1.605072021484375,20.14133644104004
eval/1/S21_P45_137a_speech.wav,eval,1,S21_P45_137a_speech,S21,P45,137a_speech,3.09,1.181,0.38220064724919095,36.9160041809082,10.294926643371582
eval/1/S21_P45_137b_mix.wav,eval,1,S21_P45_137b_mix,S21,P45,137b_mix,3.09,3.038,0.9831715210355987,16.443824768066406,17.178638458251953
eval/1/S21_P45_137b_noise.wav,eval,1,S21_P45_137b_noise,S21,P45,137b_noise,3.09,0,0.0,1.605072021484375,20.14133644104004
eval/1/S21_P45_137b_speech.wav,eval,1,S21_P45_137b_speech,S21,P45,137b_speech,3.09,3.038,0.9831715210355987,49.98788833618164,19.44027328491211
eval/1/S21_P45_138a_mix.wav,eval,1,S21_P45_138a_mix,S21,P45,138a_mix,6.14,5.181,0.8438110749185668,22.79376602172852,8.268288612365723
eval/1/S21_P45_138a_noise.wav,eval,1,S21_P45_138a_noise,S21,P45,138a_noise,6.14,0,0.0,2.8419723510742188,27.947656631469727
eval/1/S21_P45_138a_speech.wav,eval,1,S21_P45_138a_speech,S21,P45,138a_speech,6.14,5.147,0.8382736156351792,45.67273712158203,7.1835455894470215
eval/1/S21_P45_139a_mix.wav,eval,1,S21_P45_139a_mix,S21,P45,139a_mix,9.93,9.855,0.9924471299093657,15.360071182250977,15.258459091186523
eval/1/S21_P45_139a_noise.wav,eval,1,S21_P45_139a_noise,S21,P45,139a_noise,9.93,0,0.0,2.1840314865112305,29.08531379699707
eval/1/S21_P45_139a_speech.wav,eval,1,S21_P45_139a_speech,S21,P45,139a_speech,9.93,9.855,0.9924471299093657,50.03960800170898,15.396848678588867
eval/1/S21_P45_139b_mix.wav,eval,1,S21_P45_139b_mix,S21,P45,139b_mix,9.93,9.855,0.9924471299093657,25.17899703979492,9.885704040527344
eval/1/S21_P45_139b_noise.wav,eval,1,S21_P45_139b_noise,S21,P45,139b_noise,9.93,0,0.0,2.1840314865112305,29.08531379699707
eval/1/S21_P45_139b_speech.wav,eval,1,S21_P45_139b_speech,S21,P45,139b_speech,9.93,9.855,0.9924471299093657,56.21186065673828,9.519594192504885
eval/1/S21_P45_13b_mix.wav,eval,1,S21_P45_13b_mix,S21,P45,13b_mix,8.3,6.041,0.7278313253012048,10.247745513916016,11.765483856201172
eval/1/S21_P45_13b_noise.wav,eval,1,S21_P45_13b_noise,S21,P45,13b_noise,8.3,0,0.0,-0.7689610719680786,21.20625114440918
eval/1/S21_P45_13b_speech.wav,eval,1,S21_P45_13b_speech,S21,P45,13b_speech,8.3,6.244,0.752289156626506,56.648067474365234,9.36562728881836
eval/1/S21_P45_140a_mix.wav,eval,1,S21_P45_140a_mix,S21,P45,140a_mix,6.8,3.628,0.5335294117647059,11.125249862670898,18.493242263793945
eval/1/S21_P45_140a_noise.wav,eval,1,S21_P45_140a_noise,S21,P45,140a_noise,6.8,0,0.0,5.798465728759766,25.85514640808105
eval/1/S21_P45_140a_speech.wav,eval,1,S21_P45_140a_speech,S21,P45,140a_speech,6.8,4.253,0.6254411764705883,55.23662185668945,18.359424591064453
eval/1/S21_P45_140b_mix.wav,eval,1,S21_P45_140b_mix,S21,P45,140b_mix,6.8,3.695,0.5433823529411764,18.31128692626953,11.524396896362305
eval/1/S21_P45_140b_noise.wav,eval,1,S21_P45_140b_noise,S21,P45,140b_noise,6.8,0,0.0,5.798465728759766,25.85514640808105
eval/1/S21_P45_140b_speech.wav,eval,1,S21_P45_140b_speech,S21,P45,140b_speech,6.8,4.285,0.6301470588235295,52.39477157592773,11.05283546447754
eval/1/S21_P45_14b_mix.wav,eval,1,S21_P45_14b_mix,S21,P45,14b_mix,6.87,6.615,0.962882096069869,6.837396144866943,14.446961402893066
eval/1/S21_P45_14b_noise.wav,eval,1,S21_P45_14b_noise,S21,P45,14b_noise,6.87,0.523,0.07612809315866084,-2.25101375579834,10.718915939331056
eval/1/S21_P45_14b_speech.wav,eval,1,S21_P45_14b_speech,S21,P45,14b_speech,6.87,6.784,0.9874818049490538,37.34201049804688,14.610037803649902
eval/1/S21_P45_15a_mix.wav,eval,1,S21_P45_15a_mix,S21,P45,15a_mix,16.3,15.677,0.9617791411042944,12.208706855773926,19.38171768188477
eval/1/S21_P45_15a_noise.wav,eval,1,S21_P45_15a_noise,S21,P45,15a_noise,16.3,0,0.0,-2.626352310180664,24.28459930419922
eval/1/S21_P45_15a_speech.wav,eval,1,S21_P45_15a_speech,S21,P45,15a_speech,16.3,15.744,0.9658895705521472,46.97863006591797,18.50271797180176
eval/1/S21_P45_15b_mix.wav,eval,1,S21_P45_15b_mix,S21,P45,15b_mix,16.3,16.099,0.9876687116564417,18.95558738708496,8.757160186767578
eval/1/S21_P45_15b_noise.wav,eval,1,S21_P45_15b_noise,S21,P45,15b_noise,16.3,0,0.0,-2.626352310180664,24.28459930419922
eval/1/S21_P45_15b_speech.wav,eval,1,S21_P45_15b_speech,S21,P45,15b_speech,16.3,16.065,0.9855828220858897,52.90005493164063,9.172341346740724
eval/1/S21_P45_17a_mix.wav,eval,1,S21_P45_17a_mix,S21,P45,17a_mix,4.07,3.949,0.9702702702702701,18.32111930847168,11.411765098571776
eval/1/S21_P45_17a_noise.wav,eval,1,S21_P45_17a_noise,S21,P45,17a_noise,4.07,0,0.0,-0.1143502444028854,17.777942657470703
eval/1/S21_P45_17a_speech.wav,eval,1,S21_P45_17a_speech,S21,P45,17a_speech,4.07,4.016,0.9867321867321867,47.365848541259766,11.933154106140137
eval/1/S21_P45_17b_mix.wav,eval,1,S21_P45_17b_mix,S21,P45,17b_mix,4.07,3.662,0.8997542997542997,16.143474578857422,8.775225639343262
eval/1/S21_P45_17b_noise.wav,eval,1,S21_P45_17b_noise,S21,P45,17b_noise,4.07,0,0.0,-0.1143502444028854,17.777942657470703
eval/1/S21_P45_17b_speech.wav,eval,1,S21_P45_17b_speech,S21,P45,17b_speech,4.07,3.645,0.8955773955773956,63.30926513671875,7.786483764648437
eval/1/S21_P45_18a_mix.wav,eval,1,S21_P45_18a_mix,S21,P45,18a_mix,15.21,14.901,0.9796844181459565,2.0888514518737797,7.004959583282471
eval/1/S21_P45_18a_noise.wav,eval,1,S21_P45_18a_noise,S21,P45,18a_noise,15.21,0,0.0,-2.9589076042175293,20.93159484863281
eval/1/S21_P45_18a_speech.wav,eval,1,S21_P45_18a_speech,S21,P45,18a_speech,15.21,15.053,0.9896778435239973,40.49625015258789,5.890155792236328
eval/1/S21_P45_18b_mix.wav,eval,1,S21_P45_18b_mix,S21,P45,18b_mix,15.21,14.985,0.9852071005917159,12.648903846740724,13.79903793334961
eval/1/S21_P45_18b_noise.wav,eval,1,S21_P45_18b_noise,S21,P45,18b_noise,15.21,0,0.0,-2.9589076042175293,20.93159484863281
eval/1/S21_P45_18b_speech.wav,eval,1,S21_P45_18b_speech,S21,P45,18b_speech,15.21,15.137,0.9952005259697567,45.69002532958984,13.893377304077148
eval/1/S21_P45_19a_mix.wav,eval,1,S21_P45_19a_mix,S21,P45,19a_mix,6.13,6.075,0.9910277324632953,13.29600715637207,12.221810340881348
eval/1/S21_P45_19a_noise.wav,eval,1,S21_P45_19a_noise,S21,P45,19a_noise,6.13,0,0.0,0.1298762857913971,25.075210571289062
eval/1/S21_P45_19a_speech.wav,eval,1,S21_P45_19a_speech,S21,P45,19a_speech,6.13,6.008,0.9800978792822186,48.03511428833008,12.876293182373049
eval/1/S21_P45_19b_mix.wav,eval,1,S21_P45_19b_mix,S21,P45,19b_mix,6.13,5.636,0.9194127243066884,30.044578552246094,9.17757511138916
eval/1/S21_P45_19b_noise.wav,eval,1,S21_P45_19b_noise,S21,P45,19b_noise,6.13,0,0.0,0.1298762857913971,25.075210571289062
eval/1/S21_P45_19b_speech.wav,eval,1,S21_P45_19b_speech,S21,P45,19b_speech,6.13,5.417,0.8836867862969005,51.30925369262695,9.25477695465088
eval/1/S21_P45_1b_mix.wav,eval,1,S21_P45_1b_mix,S21,P45,1b_mix,4.45,4.236,0.9519101123595505,20.09214401245117,15.04148006439209
eval/1/S21_P45_1b_noise.wav,eval,1,S21_P45_1b_noise,S21,P45,1b_noise,4.45,0,0.0,-1.7141101360321045,22.701904296875
eval/1/S21_P45_1b_speech.wav,eval,1,S21_P45_1b_speech,S21,P45,1b_speech,4.45,4.117,0.9251685393258426,54.24281311035156,19.342586517333984
eval/1/S21_P45_20b_mix.wav,eval,1,S21_P45_20b_mix,S21,P45,20b_mix,3.25,2.312,0.7113846153846153,8.876688957214355,26.14701271057129
eval/1/S21_P45_20b_noise.wav,eval,1,S21_P45_20b_noise,S21,P45,20b_noise,3.25,0,0.0,4.795012474060059,24.106359481811523
eval/1/S21_P45_20b_speech.wav,eval,1,S21_P45_20b_speech,S21,P45,20b_speech,3.25,2.329,0.7166153846153847,40.59232711791992,25.259477615356445
eval/1/S21_P45_21b_mix.wav,eval,1,S21_P45_21b_mix,S21,P45,21b_mix,4.42,0.928,0.20995475113122172,8.5760498046875,8.899198532104492
eval/1/S21_P45_21b_noise.wav,eval,1,S21_P45_21b_noise,S21,P45,21b_noise,4.42,0,0.0,1.3252629041671753,22.41743850708008
eval/1/S21_P45_21b_speech.wav,eval,1,S21_P45_21b_speech,S21,P45,21b_speech,4.42,0.945,0.21380090497737556,51.02407455444336,9.335210800170898
eval/1/S21_P45_22b_mix.wav,eval,1,S21_P45_22b_mix,S21,P45,22b_mix,3.57,3.51,0.9831932773109243,18.64403915405273,9.908510208129885
eval/1/S21_P45_22b_noise.wav,eval,1,S21_P45_22b_noise,S21,P45,22b_noise,3.57,0,0.0,-2.763333797454834,23.43944358825684
eval/1/S21_P45_22b_speech.wav,eval,1,S21_P45_22b_speech,S21,P45,22b_speech,3.57,3.51,0.9831932773109243,40.64064407348633,9.66664695739746
eval/1/S21_P45_23a_mix.wav,eval,1,S21_P45_23a_mix,S21,P45,23a_mix,9.1,9.011,0.9902197802197802,10.562253952026367,28.2637939453125
eval/1/S21_P45_23a_noise.wav,eval,1,S21_P45_23a_noise,S21,P45,23a_noise,9.1,0,0.0,-3.452877759933472,23.447803497314453
eval/1/S21_P45_23a_speech.wav,eval,1,S21_P45_23a_speech,S21,P45,23a_speech,9.1,9.045,0.993956043956044,53.42495346069336,23.667701721191406
eval/1/S21_P45_23b_mix.wav,eval,1,S21_P45_23b_mix,S21,P45,23b_mix,9.1,9.045,0.993956043956044,5.377078056335449,11.831048965454102
eval/1/S21_P45_23b_noise.wav,eval,1,S21_P45_23b_noise,S21,P45,23b_noise,9.1,0,0.0,-3.452877759933472,23.447803497314453
eval/1/S21_P45_23b_speech.wav,eval,1,S21_P45_23b_speech,S21,P45,23b_speech,9.1,8.826,0.9698901098901099,53.11937713623047,9.175786972045898
eval/1/S21_P45_24a_mix.wav,eval,1,S21_P45_24a_mix,S21,P45,24a_mix,4.45,2.008,0.45123595505617975,2.92281436920166,12.940056800842283
eval/1/S21_P45_24a_noise.wav,eval,1,S21_P45_24a_noise,S21,P45,24a_noise,4.45,0,0.0,-0.551154613494873,23.26797103881836
eval/1/S21_P45_24a_speech.wav,eval,1,S21_P45_24a_speech,S21,P45,24a_speech,4.45,1.974,0.4435955056179775,51.01731491088867,12.02247428894043
eval/1/S21_P45_24b_mix.wav,eval,1,S21_P45_24b_mix,S21,P45,24b_mix,4.45,4.151,0.9328089887640448,16.260278701782227,13.329093933105469
eval/1/S21_P45_24b_noise.wav,eval,1,S21_P45_24b_noise,S21,P45,24b_noise,4.45,0,0.0,-0.551154613494873,23.26797103881836
eval/1/S21_P45_24b_speech.wav,eval,1,S21_P45_24b_speech,S21,P45,24b_speech,4.45,4.219,0.9480898876404494,48.47751235961914,13.168792724609377
eval/1/S21_P45_25a_mix.wav,eval,1,S21_P45_25a_mix,S21,P45,25a_mix,13.72,11.492,0.8376093294460641,9.896326065063477,26.637121200561523
eval/1/S21_P45_25a_noise.wav,eval,1,S21_P45_25a_noise,S21,P45,25a_noise,13.72,0,0.0,-2.863914728164673,24.365398406982425
eval/1/S21_P45_25a_speech.wav,eval,1,S21_P45_25a_speech,S21,P45,25a_speech,13.72,9.754,0.7109329446064139,51.37288665771485,26.157617568969727
eval/1/S21_P45_25b_mix.wav,eval,1,S21_P45_25b_mix,S21,P45,25b_mix,13.72,12.369,0.9015306122448979,7.694828033447266,10.841923713684082
eval/1/S21_P45_25b_noise.wav,eval,1,S21_P45_25b_noise,S21,P45,25b_noise,13.72,0,0.0,-2.863914728164673,24.365398406982425
eval/1/S21_P45_25b_speech.wav,eval,1,S21_P45_25b_speech,S21,P45,25b_speech,13.72,12.42,0.9052478134110786,45.32062149047852,10.097620010375977
eval/1/S21_P45_26a_mix.wav,eval,1,S21_P45_26a_mix,S21,P45,26a_mix,8.3,6.261,0.7543373493975903,11.454716682434082,6.860713005065918
eval/1/S21_P45_26a_noise.wav,eval,1,S21_P45_26a_noise,S21,P45,26a_noise,8.3,0,0.0,-2.6614718437194824,24.23790168762207
eval/1/S21_P45_26a_speech.wav,eval,1,S21_P45_26a_speech,S21,P45,26a_speech,8.3,6.497,0.7827710843373493,43.32057189941406,7.575150489807129
eval/1/S21_P45_26b_mix.wav,eval,1,S21_P45_26b_mix,S21,P45,26b_mix,8.3,6.092,0.7339759036144577,-0.2578842639923095,16.826337814331055
eval/1/S21_P45_26b_noise.wav,eval,1,S21_P45_26b_noise,S21,P45,26b_noise,8.3,0,0.0,-2.6614718437194824,24.23790168762207
eval/1/S21_P45_26b_speech.wav,eval,1,S21_P45_26b_speech,S21,P45,26b_speech,8.3,5.721,0.6892771084337349,38.3050537109375,21.340486526489254
eval/1/S21_P45_27b_mix.wav,eval,1,S21_P45_27b_mix,S21,P45,27b_mix,3.23,0.979,0.3030959752321981,6.926968097686768,9.35459041595459
eval/1/S21_P45_27b_noise.wav,eval,1,S21_P45_27b_noise,S21,P45,27b_noise,3.23,0,0.0,1.261426329612732,23.25244140625
eval/1/S21_P45_27b_speech.wav,eval,1,S21_P45_27b_speech,S21,P45,27b_speech,3.23,1.114,0.3448916408668731,34.92232131958008,10.085756301879885
eval/1/S21_P45_28a_mix.wav,eval,1,S21_P45_28a_mix,S21,P45,28a_mix,4.97,3.0540000000000003,0.6144869215291752,20.354591369628903,6.104063510894775
eval/1/S21_P45_28a_noise.wav,eval,1,S21_P45_28a_noise,S21,P45,28a_noise,4.97,0,0.0,-1.5208942890167236,23.99499893188477
eval/1/S21_P45_28a_speech.wav,eval,1,S21_P45_28a_speech,S21,P45,28a_speech,4.97,2.599,0.5229376257545272,61.73144912719727,5.288268089294434
eval/1/S21_P45_28b_mix.wav,eval,1,S21_P45_28b_mix,S21,P45,28b_mix,4.97,1.502,0.30221327967806844,25.69189453125,9.36186408996582
eval/1/S21_P45_28b_noise.wav,eval,1,S21_P45_28b_noise,S21,P45,28b_noise,4.97,0,0.0,-1.5208942890167236,23.99499893188477
eval/1/S21_P45_28b_speech.wav,eval,1,S21_P45_28b_speech,S21,P45,28b_speech,4.97,1.671,0.33621730382293763,43.39895248413086,9.15099048614502
eval/1/S21_P45_29a_mix.wav,eval,1,S21_P45_29a_mix,S21,P45,29a_mix,3.51,3.324,0.947008547008547,14.443846702575684,16.779600143432617
eval/1/S21_P45_29a_noise.wav,eval,1,S21_P45_29a_noise,S21,P45,29a_noise,3.51,0,0.0,1.5061601400375366,22.248729705810547
eval/1/S21_P45_29a_speech.wav,eval,1,S21_P45_29a_speech,S21,P45,29a_speech,3.51,3.004,0.8558404558404559,52.287933349609375,29.41743850708008
eval/1/S21_P45_2a_mix.wav,eval,1,S21_P45_2a_mix,S21,P45,2a_mix,3.9,1.468,0.37641025641025644,2.6370959281921387,8.642359733581543
eval/1/S21_P45_2a_noise.wav,eval,1,S21_P45_2a_noise,S21,P45,2a_noise,3.9,0,0.0,0.6255607604980469,18.675952911376957
eval/1/S21_P45_2a_speech.wav,eval,1,S21_P45_2a_speech,S21,P45,2a_speech,3.9,1.873,0.48025641025641025,34.60886001586914,17.37868881225586
eval/1/S21_P45_2b_mix.wav,eval,1,S21_P45_2b_mix,S21,P45,2b_mix,3.9,1.35,0.3461538461538462,8.216119766235352,20.7186222076416
eval/1/S21_P45_2b_noise.wav,eval,1,S21_P45_2b_noise,S21,P45,2b_noise,3.9,0,0.0,0.6255607604980469,18.675952911376957
eval/1/S21_P45_2b_speech.wav,eval,1,S21_P45_2b_speech,S21,P45,2b_speech,3.9,1.552,0.39794871794871794,34.29184341430664,25.750411987304688
eval/1/S21_P45_30a_mix.wav,eval,1,S21_P45_30a_mix,S21,P45,30a_mix,3.43,1.164,0.33935860058309036,20.18743705749512,11.769493103027344
eval/1/S21_P45_30a_noise.wav,eval,1,S21_P45_30a_noise,S21,P45,30a_noise,3.43,0,0.0,1.997153043746948,23.260847091674805
eval/1/S21_P45_30a_speech.wav,eval,1,S21_P45_30a_speech,S21,P45,30a_speech,3.43,1.164,0.33935860058309036,47.68449020385742,11.5169677734375
eval/1/S21_P45_30b_mix.wav,eval,1,S21_P45_30b_mix,S21,P45,30b_mix,3.43,2.649,0.7723032069970845,16.65830421447754,8.77106761932373
eval/1/S21_P45_30b_noise.wav,eval,1,S21_P45_30b_noise,S21,P45,30b_noise,3.43,0,0.0,1.997153043746948,23.260847091674805
eval/1/S21_P45_30b_speech.wav,eval,1,S21_P45_30b_speech,S21,P45,30b_speech,3.43,2.633,0.7676384839650146,56.11106872558594,8.29930591583252
eval/1/S21_P45_31b_mix.wav,eval,1,S21_P45_31b_mix,S21,P45,31b_mix,3.25,2.329,0.7166153846153847,16.62921142578125,19.491943359375
eval/1/S21_P45_31b_noise.wav,eval,1,S21_P45_31b_noise,S21,P45,31b_noise,3.25,0,0.0,7.779934406280518,24.033248901367188
eval/1/S21_P45_31b_speech.wav,eval,1,S21_P45_31b_speech,S21,P45,31b_speech,3.25,2.396,0.7372307692307692,62.87746810913086,20.825984954833984
eval/1/S21_P45_32a_mix.wav,eval,1,S21_P45_32a_mix,S21,P45,32a_mix,7.04,4.893,0.695028409090909,12.6532621383667,8.820066452026367
eval/1/S21_P45_32a_noise.wav,eval,1,S21_P45_32a_noise,S21,P45,32a_noise,7.04,0,0.0,-1.2192846536636353,25.172319412231445
eval/1/S21_P45_32a_speech.wav,eval,1,S21_P45_32a_speech,S21,P45,32a_speech,7.04,5.061999999999999,0.7190340909090909,52.18101501464844,9.31610870361328
eval/1/S21_P45_32b_mix.wav,eval,1,S21_P45_32b_mix,S21,P45,32b_mix,7.04,3.088,0.43863636363636366,6.748916149139404,11.381928443908691
eval/1/S21_P45_32b_noise.wav,eval,1,S21_P45_32b_noise,S21,P45,32b_noise,7.04,0,0.0,-1.2192846536636353,25.172319412231445
eval/1/S21_P45_32b_speech.wav,eval,1,S21_P45_32b_speech,S21,P45,32b_speech,7.04,4.354,0.6184659090909091,45.50779724121094,10.68843936920166
eval/1/S21_P45_33b_mix.wav,eval,1,S21_P45_33b_mix,S21,P45,33b_mix,3.94,2.649,0.6723350253807107,14.741569519042969,14.437408447265623
eval/1/S21_P45_33b_noise.wav,eval,1,S21_P45_33b_noise,S21,P45,33b_noise,3.94,0,0.0,0.7873194813728333,22.91073036193848
eval/1/S21_P45_33b_speech.wav,eval,1,S21_P45_33b_speech,S21,P45,33b_speech,3.94,2.379,0.6038071065989847,53.34740447998047,14.03658962249756
eval/1/S21_P45_34a_mix.wav,eval,1,S21_P45_34a_mix,S21,P45,34a_mix,5.17,4.455,0.8617021276595745,19.076805114746094,47.99501419067383
eval/1/S21_P45_34a_noise.wav,eval,1,S21_P45_34a_noise,S21,P45,34a_noise,5.17,0,0.0,-2.9561891555786133,21.67681121826172
eval/1/S21_P45_34a_speech.wav,eval,1,S21_P45_34a_speech,S21,P45,34a_speech,5.17,4.438,0.8584139264990328,52.74778747558594,19.14145278930664
eval/1/S21_P45_34b_mix.wav,eval,1,S21_P45_34b_mix,S21,P45,34b_mix,5.17,4.86,0.9400386847195359,7.918788433074951,12.83803653717041
eval/1/S21_P45_34b_noise.wav,eval,1,S21_P45_34b_noise,S21,P45,34b_noise,5.17,0,0.0,-2.9561891555786133,21.67681121826172
eval/1/S21_P45_34b_speech.wav,eval,1,S21_P45_34b_speech,S21,P45,34b_speech,5.17,5.113,0.9889748549323019,46.984336853027344,11.021649360656738
eval/1/S21_P45_37a_mix.wav,eval,1,S21_P45_37a_mix,S21,P45,37a_mix,8.15,6.582,0.8076073619631902,19.20657730102539,12.637295722961426
eval/1/S21_P45_37a_noise.wav,eval,1,S21_P45_37a_noise,S21,P45,37a_noise,8.15,0,0.0,2.180792093276977,24.382678985595703
eval/1/S21_P45_37a_speech.wav,eval,1,S21_P45_37a_speech,S21,P45,37a_speech,8.15,6.311,0.7743558282208588,52.767845153808594,9.318910598754885
eval/1/S21_P45_39b_mix.wav,eval,1,S21_P45_39b_mix,S21,P45,39b_mix,7.35,1.418,0.1929251700680272,10.95860767364502,10.847074508666992
eval/1/S21_P45_39b_noise.wav,eval,1,S21_P45_39b_noise,S21,P45,39b_noise,7.35,0,0.0,-3.01794171333313,14.381353378295898
eval/1/S21_P45_39b_speech.wav,eval,1,S21_P45_39b_speech,S21,P45,39b_speech,7.35,4.422,0.6016326530612245,50.64598083496094,7.05442476272583
eval/1/S21_P45_3b_mix.wav,eval,1,S21_P45_3b_mix,S21,P45,3b_mix,4.7,4.337,0.9227659574468084,8.695079803466797,10.608224868774414
eval/1/S21_P45_3b_noise.wav,eval,1,S21_P45_3b_noise,S21,P45,3b_noise,4.7,0,0.0,4.313245296478272,30.66640853881836
eval/1/S21_P45_3b_speech.wav,eval,1,S21_P45_3b_speech,S21,P45,3b_speech,4.7,4.641,0.9874468085106383,52.69099807739258,9.638925552368164
eval/1/S21_P45_40a_mix.wav,eval,1,S21_P45_40a_mix,S21,P45,40a_mix,4.91,2.5140000000000002,0.5120162932790224,11.842044830322266,17.32767105102539
eval/1/S21_P45_40a_noise.wav,eval,1,S21_P45_40a_noise,S21,P45,40a_noise,4.91,0.236,0.048065173116089606,-0.5338409543037415,31.6795711517334
eval/1/S21_P45_40a_speech.wav,eval,1,S21_P45_40a_speech,S21,P45,40a_speech,4.91,2.582,0.5258655804480651,51.0262565612793,11.15623950958252
eval/1/S21_P45_40b_mix.wav,eval,1,S21_P45_40b_mix,S21,P45,40b_mix,4.91,2.633,0.5362525458248473,7.164263248443604,6.111584663391113
eval/1/S21_P45_40b_noise.wav,eval,1,S21_P45_40b_noise,S21,P45,40b_noise,4.91,0.236,0.048065173116089606,-0.5338409543037415,31.6795711517334
eval/1/S21_P45_40b_speech.wav,eval,1,S21_P45_40b_speech,S21,P45,40b_speech,4.91,2.818,0.5739307535641548,50.31376266479492,8.131810188293457
eval/1/S21_P45_41a_mix.wav,eval,1,S21_P45_41a_mix,S21,P45,41a_mix,5.37,1.671,0.3111731843575419,10.554962158203123,8.11051082611084
eval/1/S21_P45_41a_noise.wav,eval,1,S21_P45_41a_noise,S21,P45,41a_noise,5.37,0,0.0,0.7080721259117126,22.92809295654297
eval/1/S21_P45_41a_speech.wav,eval,1,S21_P45_41a_speech,S21,P45,41a_speech,5.37,1.89,0.3519553072625698,63.37099075317383,8.87732219696045
eval/1/S21_P45_41b_mix.wav,eval,1,S21_P45_41b_mix,S21,P45,41b_mix,5.37,1.941,0.3614525139664804,19.338600158691406,3.832523822784424
eval/1/S21_P45_41b_noise.wav,eval,1,S21_P45_41b_noise,S21,P45,41b_noise,5.37,0,0.0,0.7080721259117126,22.92809295654297
eval/1/S21_P45_41b_speech.wav,eval,1,S21_P45_41b_speech,S21,P45,41b_speech,5.37,2.059,0.38342644320297953,65.08570098876953,2.3830368518829346
eval/1/S21_P45_42a_mix.wav,eval,1,S21_P45_42a_mix,S21,P45,42a_mix,9.43,6.547,0.6942735949098622,10.927226066589355,15.91841983795166
eval/1/S21_P45_42a_noise.wav,eval,1,S21_P45_42a_noise,S21,P45,42a_noise,9.43,0,0.0,-0.6543782353401184,25.72005653381348
eval/1/S21_P45_42a_speech.wav,eval,1,S21_P45_42a_speech,S21,P45,42a_speech,9.43,6.784,0.719406150583245,58.391849517822266,15.63937759399414
